Engine Oil,Oil Filter,Spark Plug,Fuel Filter,Air Filter,Brake Fluid,Coolant,Clutch Plate Assembly,Wheel Alignment,Battery,Tyre,Index
0.21682768631092994,0.01662922729390309,0.11890269588084826,0.09712398719205573,0.05827830630795175,0.010611358586406008,0.02811708846395174,0.6351363808579307,0.08697644600847707,0.11088848477148501,0.11355922228904071,1.5313046115688178
0.25626904268322637,0.01685742558924869,0.09032633411415593,0.09749550519969818,0.05457217644089876,0.0170741995762196,0.02839379361662148,0.6586341308598695,0.10478170204462418,0.1108694742570031,0.08263360146796461,1.4532969874183144
0.2168120336201727,0.018632053484165082,0.09792655568020482,0.09687497996078404,0.040400994845811805,-0.002284357094455203,0.00935903968112212,0.6465888043545751,0.09705567774109876,0.12462683800627194,0.13348037389394612,1.6065856426514686
0.21249434178973145,0.03138701530403859,0.1256721165403332,0.11020032176419717,0.06229216400547381,0.019599245961841552,0.03276056867563319,0.6767951777987015,0.10088840693763869,0.09475497390936106,0.1202023322668433,1.528280727364819
0.24271078511320507,0.018098671114194186,0.11775574010684922,0.10009902006312148,0.023308290912489572,-0.014421727811018182,0.016610390195377134,0.7079883665168524,0.10778493323170471,0.10912911887265024,0.11981887883513524,1.4562364996753328
0.23043808106620825,0.023095241014584125,0.1142755988435543,0.10028693911933004,0.05491191421786172,0.015023220857660568,0.019791283158445402,0.6270916155009032,0.09459736685362413,0.10195857380301221,0.11864514133058499,1.4498055108162495
0.22179451337064024,0.034320356508763375,0.08838099935296777,0.11571699166197377,0.054752550842844055,0.007359268971115466,0.028857676082033643,0.6919846088506693,0.0872444476978578,0.08709032535102382,0.10403155223750545,1.4625774336217763
0.23595519806446824,0.0071643491927891115,0.12723555271636938,0.10763416705266976,0.05009106390529169,0.004848236499811074,0.015289950650202493,0.6462379601921918,0.08883916677489714,0.092092454969138,0.13510791553663645,1.6012001612244207
0.2340021505950979,0.03149492549871769,0.1033096415902036,0.11165261994574993,0.04439893549024448,0.0014072952401182354,0.019633916068643606,0.6346614634688841,0.10383951446099263,0.09802722589128443,0.09432074629298903,1.4598084383792609
0.2260602961243122,0.0274764485805766,0.11486937448379483,0.09467677917027836,0.041993611111743365,-0.0058908598918299806,0.03307296457293366,0.667066765332457,0.09073636160101113,0.09667498276160211,0.1081953934519557,1.4468670620788118
0.23681133232412344,0.026298051809282113,0.1084209501982452,0.1335045588905025,0.06027517017564268,0.0010333451484400014,0.0406269608259968,0.6853425991514884,0.08937555645163864,0.09282987800239256,0.11443555879175644,1.4448762373691946
0.24067166884736396,0.024976753547360224,0.1284717686063413,0.09880302905495154,0.048624687539334396,-0.0031706309500337346,0.03124883171365302,0.6356957837043501,0.09237826977111856,0.10925385001924864,0.10129605412083781,1.5257537552678198
0.24024224447801398,0.02512600340747024,0.11788217971173849,0.11127460922174573,0.06130850687725742,0.01157522770768863,0.02074664212573781,0.7036232566122693,0.08501701160014286,0.10614471107650551,0.10886807278235555,1.6024483987861788
0.20845029989065803,0.02932040629851249,0.1291757436917437,0.10147720581354754,0.06891193731186028,0.01403943605241775,0.020029250994969806,0.652872260266785,0.08725418401384351,0.11504918297963578,0.1041895662541166,1.6143429838481493
0.22452494729317773,0.021542506673285704,0.12653664129413505,0.09735324828409354,0.04007956132865999,0.0002039338119983712,0.01967456558403571,0.6734715436836696,0.10623656300788362,0.11006000740760682,0.10764157049724676,1.5284901875977894
0.2445499494651202,0.016489834406405997,0.10872101196841548,0.0981914210881867,0.06844588409786433,0.007396696362571772,0.019203860797475877,0.631829019319496,0.10210940070487605,0.09338720231355283,0.11400935892078348,1.604099785300787
0.22616412514203107,0.03459598699581408,0.10067144105732778,0.0846320006314628,0.062303390237156,0.008722856769097734,0.021018368601173374,0.6828031938870323,0.08744678597903784,0.10262492807826085,0.10023700283144034,1.5286466158999923
