Engine Oil,Oil Filter,Spark Plug,Fuel Filter,Air Filter,Brake Fluid,Coolant,Clutch Plate Assembly,Wheel Alignment,Tata Green Battery,Tyre,Index
0.07079768520618436,0.006504175772258939,0.009363610391311063,-0.0038695877389729435,0.014971781829762254,0.005241972692019955,0.012460205705331554,0.15976528167228038,0.1443179691673513,0.07440750911203158,0.32871484915005267,0.7813350591722916
0.06509487221271851,0.014428736104411144,0.03142838169630706,0.0009688175443260151,0.00042273904429071703,0.023956795138422263,0.011766843187808573,0.1582749252286476,0.13496682635143095,0.06757846786511426,0.31310718395911274,0.817784642570748
0.09025338459321525,0.010384830389761682,0.02101319593057043,0.017816115232134173,-0.0020698041214392508,-0.005489308442061545,0.006508645262764696,0.17047837673706875,0.12669942338013684,0.07301015802659594,0.36095775684599235,0.8554814909470783
0.06126443146912479,0.016941174211430293,0.023718143233714642,0.011013215477601482,0.0022001280280516946,-0.009276921434707836,5.483121189235997e-05,0.16907085988081674,0.139233904219433,0.07761029305214961,0.35859196806603816,0.778136525205607
0.056076892487567684,0.01821821233187839,-0.0031506805315435673,0.026270782914120914,-0.004114025909756246,0.010277034164402923,-0.002693966249676679,0.16375305457652117,0.13926099608345152,0.05512191873298737,0.336069114770709,0.8276388610256719
0.05465414272253486,0.013785041681846584,0.023659300395910937,0.004606450398705508,0.006950869230629938,-0.012587684192714988,-0.0008790897011219552,0.1572869700178148,0.14500860006872884,0.07966911089884805,0.31772181534575705,0.8225680607115208
0.07561939695606584,-0.0012776077827383707,0.009805787165854212,0.011971258903317052,-0.00804281780921222,0.00860468719922459,0.006690271846733865,0.1573418577364532,0.15474008828054125,0.0737646627034572,0.36618999915103,0.861077164871426
0.06576545288311823,0.024424519695723165,0.024444843260585124,0.010560925082692327,0.006061286796545594,-0.0038664619705931274,0.004012819855598995,0.1766079870859796,0.13662070822780678,0.06004044765030961,0.3288731074014399,0.821189980434551
0.064047745741133,0.009175871670059677,0.040455053807211754,-0.008098351670554102,0.012968114649134999,-0.010100488434958005,0.004942194488681779,0.15283445997966527,0.13038906547445872,0.06830111602688381,0.3113668852940446,0.8260424109304194
0.08586244316290416,-0.010142615857826089,0.018324207571609675,0.01600635464620608,0.01261730747986236,0.006482130738318383,0.0057128124095511025,0.17489871541084256,0.14446148446035925,0.06621167985303364,0.31839546891496345,0.8578167417456348
0.055774906060971165,0.011798597264862931,0.00215165091602257,0.01206011696943319,0.006823044173781439,0.009075266471857881,0.004450926882738777,0.17460432950521684,0.14522424579063808,0.06275492244299227,0.31867610133205587,0.7847842818967223
0.06358206862399605,0.008045053222606553,0.021223150321093436,0.014982223580597254,0.022875756117753193,-0.0025222023991451252,0.00819450132073085,0.15693651162523933,0.13851748766271743,0.05935157595422491,0.3182338964486568,0.7794832635633451
0.05572012212046447,0.01610466711280598,0.033914230306735925,0.017072248509224116,-0.00028924947174024853,0.0011730619894124348,-0.001504379708110648,0.15384110436008283,0.12161440100622839,0.07897315555955288,0.30910947607173767,0.7731022246460486
0.06805070741769197,-0.0008048642163043795,-0.003741349218196804,-0.002596222607417784,0.0063703396020612585,-0.007926765163468408,-0.01493101536586094,0.15654572174046108,0.1386745946735086,0.06890683317160921,0.34400906094022665,0.8272951735723829
0.055698540757511454,-0.0037028936828905883,0.022195794834513616,-0.002137437837389968,0.015245711014226993,0.012347002845477777,0.005567596787867104,0.16418825631719025,0.14992265338849992,0.09104240562256799,0.3418392336965895,0.7734085480809773
0.06829031774917098,0.000478321346704922,-0.005400046355914014,0.013931121247002121,-0.009580451278795508,-0.005132946234901281,0.015075423836165397,0.1624556993928529,0.16628100739004803,0.06655771211296588,0.3271940095775656,0.8583273558716001
0.09167771756421703,0.013837400922128124,0.006863705911535509,0.0037581699648889452,0.0017810892853860017,-0.013785862045791769,0.02358751743539976,0.17040655576102395,0.15890894332111102,0.0663747382008226,0.3171310576813363,0.8137877101590689
0.08446692802604773,0.004438491792539438,0.028801410532875514,0.015683012660211455,0.003982646887191559,0.0024060227372738586,0.007834991111173674,0.16614137952892352,0.15174386126047654,0.06863669173567484,0.33332518473202316,0.8652500245298623
0.046511847753389915,0.024222780218070457,0.023171251457603036,-0.010061240497265159,0.010201332399810407,-0.0034976683512922967,-0.002099377395095538,0.1715661990155508,0.12212815986159255,0.08417151572415273,0.3479943520056647,0.8573430277085196
0.06389796436257676,0.010813035761617431,0.015798394182203218,0.0018794282717338605,0.011250855161140733,0.004430024571124366,0.00811168734512398,0.16215411092880302,0.15702546206325427,0.07653755476111604,0.32479013097962056,0.8677731911420591
0.045969877785848254,-0.0097707656696955,0.016654711262702997,-0.020681568774535846,0.009086901595445084,-0.005717697069057667,0.00539839054739449,0.17853318823158115,0.15177305871113414,0.09400898803790217,0.36474493355357596,0.8218342790203667
0.07106515419272665,0.02863276512524887,-0.006342867310489693,0.01714131072478644,0.0032508112478026353,0.01739452296700703,-0.004651062806092562,0.1628944362981957,0.1426155210762459,0.09913066258620941,0.3150915974295286,0.8157332904326791
0.07979891780135144,0.006311145660733873,0.028136841925567643,-0.0033922299676475446,0.014338937285018186,0.0037961516581448453,-0.015324294680463826,0.16001892696242162,0.16379145070343465,0.05734291526511984,0.31486369997573455,0.8578713863898036
0.0777650774933604,0.026694172055329014,-0.0009397518751950319,-0.017428933656838008,0.0033781513780138843,-0.003897397110772952,-0.006352561716272936,0.1743859154647668,0.13695632414366443,0.07269746863561724,0.3485362546559365,0.8244277413233713
0.07515567564380554,-0.015372991740529873,0.0165767873483161,0.0017531160424399945,-0.003737729792054119,0.01475868557338066,0.008394638131720856,0.1714731837674918,0.14272629749787485,0.07797827190108592,0.3238730723283131,0.8625067714652451
0.05082439859264083,0.016125582446047892,0.004988591345105627,0.016614162510032067,0.006470000736607683,0.00041743582831617896,0.001214098614111319,0.16397146551454217,0.1480344055422188,0.08911878408999664,0.34023469350328706,0.8529426221603148
0.08071365447659515,0.003813405082403786,0.014713923937754336,0.013124420323122818,0.023002122579974117,0.029155618357584123,-0.0024021099785149773,0.17693820762453688,0.13977456000242386,0.08784191442014011,0.3064205787878878,0.8255759450260287
0.07473541870346534,0.05263770502921589,0.010202604263355366,0.00566321073342989,0.010787939222807139,-0.0047537105222611245,0.0006565949057978984,0.1728504653312829,0.12990088071570943,0.07390154609799603,0.3375216698910869,0.8673334980001902
0.069117971526022,0.013530918645147518,0.0126681090910215,-0.0029537992991860215,0.015764926764021484,0.006747135239679319,0.003515091392779647,0.1815130623868788,0.12719169936020278,0.06628366360141269,0.3260863094140794,0.8664713330881446
0.05879425699077486,0.0009549341229485274,0.008066464691064215,-0.0032982082373344485,0.023660303527981864,0.0019014822002278093,-0.008461385172999856,0.16093229926262093,0.13567602830840844,0.060290575223332574,0.33185430208496425,0.858053483393996
0.07397180170163363,0.010183381303773071,0.01568419843783108,0.021882033652267117,0.0025564151293379863,0.014802087617697957,-0.009000728914172635,0.13713988416576425,0.1461071790314382,0.07694731490221057,0.34336528550353906,0.8560196161908562
0.06828471336248138,-0.005868856532319803,0.008946412366904244,-0.0016509805964385659,-0.0008517557798979076,-0.002396434715897034,-0.011239737874454099,0.16324122578503716,0.1507640874404587,0.060691463221610106,0.34997626665875164,0.7795396858114644
0.06366811086219268,0.023973989343017005,0.016050026678320412,0.007031550140825307,0.009522724345476082,0.012029053681947496,0.00689772176584174,0.16693177650686758,0.12700598881550068,0.05803261572052365,0.320923556431987,0.8691111179649132
0.0483245290472296,0.0006382370513198857,0.014807674870876295,0.017021011247073566,0.00992488646581172,0.004459421578200111,0.01753208279521763,0.16799964502275594,0.13302329677052604,0.06197009485562669,0.3294598055421378,0.7710878618738045
0.07343332076302451,0.00859716672588039,-0.0005364374182935411,0.015125150787116605,0.00726557486532021,0.011727660561999424,0.006226200306954244,0.15785238140430832,0.1604682855140997,0.06328136431671731,0.35243506052204626,0.814385729632123
0.05433065595474947,0.0048397739950274245,0.021632646477400274,0.003452861761174493,-0.007647053951885923,-0.01902734751731273,-0.002115168949830504,0.17111607998596745,0.13314211017500027,0.0636823845267834,0.353360897956453,0.7791874792008517
0.05114820415451381,0.014218060649295863,0.021318550538095286,-0.0024395623302392875,-0.012140930681645961,-0.008033027250934863,0.005687965707369489,0.1754760624149084,0.14627312983760887,0.0828445047995097,0.33030831004121897,0.8229726155764575
0.07383783305760672,0.025523740243212474,0.01750318543390588,0.0032316034970242295,-0.01190931347818864,0.020178082849262213,0.016473413557427256,0.14472278762750046,0.15109819524965823,0.08127307766302326,0.3279179600177234,0.8154072875427648
0.06654903001105152,0.01340503917800977,0.009476732559277244,0.019736796458829933,-0.005042975982637322,0.020311072358989248,0.006152060170161143,0.17526493966775974,0.1417334089478282,0.07861725460665367,0.3317228776305754,0.780500784072645
0.06370023585223071,0.014852655730169542,0.02338291467139908,-0.0008445727399803878,0.0019222173360442809,-0.007607635702465929,0.008516643834128788,0.15132206523534517,0.14665746104523245,0.08404487007432888,0.3085373127485608,0.8511461394976642
0.05693739401284224,0.004549881370362804,0.005590647916957745,0.013727397330191984,0.011045496474666783,-0.0005737154393615869,0.007936448327607778,0.1713510250430366,0.14530619047042675,0.07232438040061398,0.34377547066922104,0.8585976980665572
0.06557653531622384,-0.0015821635905084747,0.0167715204776142,-0.003383297828961687,-0.0016059332848013703,-0.001356331460228722,0.006894510426989556,0.16535795010613547,0.13596257643681695,0.0808762305289191,0.3131823639976972,0.8479520664834791
0.07226277772085786,0.022789437204129535,0.025387982665380872,0.004192742521185654,0.00047898965334690954,0.008114214825271065,0.014389060390620273,0.17149991353591154,0.15196988673316766,0.07461028544494142,0.3002966740394186,0.8600767232903893
0.06778053948676917,-0.000889234388530365,0.016131295357997157,0.004568986173373965,-0.008810885708391716,0.008877987074981067,0.011167301909647764,0.16776197017242753,0.13842540147037796,0.08202926683152847,0.3135277289935425,0.8649988114034644
0.0659474412278608,0.006996519299001018,0.018745605406416153,1.174510027160229e-05,0.010096655568632738,0.004217490482978674,-0.017676701794068293,0.1784293295089302,0.13462319242745535,0.08103311863878743,0.30648108192850465,0.7753358435908463
0.06443054409024489,0.016518859172766777,0.012609345563503712,0.013596695736564378,0.001380011197294099,-0.015235727928668756,0.002060461980585881,0.16149447131746963,0.1494519906270765,0.07937783053209428,0.3346797120379795,0.8194950521054071
0.05312142047382845,0.007400349269700693,0.019423418753176287,-0.0042241980657213825,0.0062802463375220855,-0.002335879068448476,0.018512176656561522,0.19097885745482546,0.10600682193574533,0.07237548666905458,0.35005310381493093,0.8516558068179265
0.06432285225366201,0.005320384472360121,0.016747224144789557,0.008451335565143584,-0.004770985845066248,-0.0011784693275813563,0.00349985802695379,0.17689127827843648,0.15505293413152973,0.06752669623654368,0.3105055115305836,0.7749835215400556
0.06354310340227998,0.008841823708568765,0.018586830706226968,0.020681202848123883,-0.004167572923237871,0.0031166352894532543,0.014394654176452144,0.16748724646695526,0.1265572904416054,0.06631668160090201,0.32257632788488416,0.8253259333177806
0.07007806558925499,0.0041392876081387964,0.021324233361009262,-0.00378637025988095,0.013050545062773117,0.0011881055997926332,-0.00045749156121823505,0.18995890258984022,0.1524189688025007,0.08306429819366258,0.34445805889748593,0.8203259300020733
0.05690640013609797,0.005118279159555068,0.020051000365874955,0.019719206953221453,0.030725222914801092,0.011412349472521068,-0.00834212213053269,0.18007567992752035,0.1609145909115322,0.05964145912432835,0.30774287946211076,0.7830709081203494
0.050015906225457804,0.023133537745990633,0.012560391642645673,0.009489420199111708,0.0070234302203834205,0.012960404620298443,0.012655807073527469,0.1386618107783238,0.14597980711774539,0.06432558896092776,0.3281202028852672,0.8650442050403128
0.09357337152288982,0.008532870480804353,0.014175318717437798,0.016688484942220957,0.005891949740887319,0.010432715520209659,0.007530583390953097,0.16277959116914087,0.14120307833850648,0.06722876582791085,0.32886774796105966,0.8201441611517811
0.06739536387770788,-0.006278464351768789,0.001648284461397958,-0.01544328162677397,0.011434961091609174,0.0010757445097581437,0.00669941636649323,0.1614815524900252,0.12413027782016879,0.07602958483026913,0.3513747187569014,0.7853478623778729
0.055339606736627946,-0.0006577154880245007,0.025319784748023655,0.002699112454948227,0.006715150742064554,-0.003650343644977577,-0.017650962445258836,0.16822148666832915,0.1244692219740702,0.07055980236900287,0.32788446097754353,0.8652775512617719
0.051317243761423124,0.002472361876507345,0.006834215283695124,0.014157021473069603,0.006630315725030436,0.0005328312740920404,0.016807273330145388,0.15293372504896433,0.13638684109784605,0.0814759982949732,0.34160026490727274,0.8603990947388028
0.054665266628070405,0.012260509684952382,0.03819480735612939,0.01588151781843022,-0.007849364749082006,0.0008275681614222426,0.014352928935969995,0.1624262532598069,0.15105292212133445,0.05824718834122098,0.305174933552678,0.8649509848192545
0.05938368127545568,0.019114638420078187,0.013657083083184557,0.0016245950767909524,0.010271000255242723,0.009981249250932214,0.0020886121401458586,0.17208982438512768,0.11881450615451328,0.07944588772531179,0.33078724016889105,0.821603880551888
0.07562646363692654,-0.006244849593903616,0.0021130762483683382,0.006105191040514666,-0.00718661804115776,0.013467951744664253,-0.002346231968698156,0.18425864883393675,0.13691636980905583,0.08194125890301805,0.3559668183867424,0.8540251793379037
